주당학습시간,출석률,학습자원접근,비교과활동,학습동기,인터넷접근,성별,나이,선호학습유형,온라인강좌수,토론참여,과제완료율,시험점수,스트레스수준,최종성적
25,93,1,0,1,1,1,28,2,17,1,50,82,0,B
25,93,1,0,1,1,1,22,0,15,0,72,71,0,B
25,93,1,0,1,1,1,28,2,17,1,50,82,0,B
25,93,1,0,1,1,1,22,0,15,0,72,71,0,B
26,71,0,0,1,1,0,23,3,3,1,62,64,0,C
26,71,0,0,1,1,0,27,0,3,0,55,71,2,B
26,71,0,0,1,1,0,19,3,17,1,61,89,1,A
26,71,0,0,1,1,0,18,1,13,1,50,72,0,B
26,71,0,0,1,1,0,28,3,13,0,97,47,2,D
26,71,0,0,1,1,0,18,1,12,1,60,90,1,A
26,71,0,0,1,1,0,25,3,12,0,57,100,1,A
26,71,2,0,0,1,0,23,3,3,1,62,64,0,C
26,71,2,0,0,1,0,27,0,3,0,55,71,2,B
26,71,2,0,0,1,0,19,3,17,1,61,89,1,A
26,71,2,0,0,1,0,18,1,13,1,50,72,0,B
26,71,2,0,0,1,0,28,3,13,0,97,47,2,D
26,71,2,0,0,1,0,18,1,12,1,60,90,1,A
26,71,2,0,0,1,0,25,3,12,0,57,100,1,A
26,71,1,1,1,0,0,23,3,3,1,62,64,0,C
26,71,1,1,1,0,0,27,0,3,0,55,71,2,B
26,71,1,1,1,0,0,19,3,17,1,61,89,1,A
26,71,1,1,1,0,0,18,1,13,1,50,72,0,B
26,71,1,1,1,0,0,28,3,13,0,97,47,2,D
26,71,1,1,1,0,0,18,1,12,1,60,90,1,A
26,71,1,1,1,0,0,25,3,12,0,57,100,1,A
22,93,1,0,0,1,1,28,0,7,1,92,43,1,D
22,93,2,1,2,1,1,28,0,7,1,92,43,1,D
22,93,0,1,1,1,1,28,0,7,1,92,43,1,D
22,93,1,1,2,1,1,28,0,7,1,92,43,1,D
16,99,1,1,0,1,0,19,0,0,1,55,57,1,C
16,99,2,1,2,1,0,19,0,0,1,55,57,1,C
16,99,1,0,0,0,0,19,0,0,1,55,57,1,C
16,99,1,0,2,0,0,19,0,0,1,55,57,1,C
16,99,1,0,0,1,0,19,0,0,1,55,57,1,C
16,99,2,1,2,1,0,19,0,0,1,55,57,1,C
16,99,1,1,1,1,0,19,0,0,1,55,57,1,C
15,82,2,1,1,1,1,22,2,1,1,97,55,1,C
15,82,2,1,1,1,1,26,1,14,1,80,51,0,D
15,82,2,1,1,1,1,24,1,15,1,67,90,1,A
15,82,2,1,1,1,1,27,3,17,0,75,90,0,A
15,82,2,1,1,1,1,25,2,6,1,81,49,0,D
15,82,2,1,2,0,1,22,2,1,1,97,55,1,C
15,82,2,1,2,0,1,26,1,14,1,80,51,0,D
15,82,2,1,2,0,1,24,1,15,1,67,90,1,A
15,82,2,1,2,0,1,27,3,17,0,75,90,0,A
15,82,2,1,2,0,1,25,2,6,1,81,49,0,D
23,92,0,1,2,1,1,24,2,0,1,80,55,1,C
23,92,1,1,0,1,1,24,2,0,1,80,55,1,C
23,92,1,1,1,1,1,24,2,0,1,80,55,1,C
23,92,2,0,1,1,1,24,2,0,1,80,55,1,C
23,92,2,1,2,1,1,24,2,0,1,80,55,1,C
20,91,1,1,1,1,1,25,3,20,1,59,84,2,B
20,91,2,1,0,1,1,25,3,20,1,59,84,2,B
20,91,0,1,1,1,1,25,3,20,1,59,84,2,B
20,91,1,0,1,1,1,25,3,20,1,59,84,2,B
20,91,1,0,1,1,1,25,3,20,1,59,84,2,B
20,91,1,1,2,1,1,25,3,20,1,59,84,2,B
16,74,2,1,0,1,1,19,3,1,0,61,66,1,C
16,74,2,1,0,1,1,28,0,13,1,82,68,2,C
16,74,2,1,0,1,1,19,3,1,0,61,66,1,C
16,74,2,1,0,1,1,28,0,13,1,82,68,2,C
16,74,2,0,0,1,1,19,3,1,0,61,66,1,C
16,74,2,0,0,1,1,28,0,13,1,82,68,2,C
16,74,2,0,1,1,1,19,3,1,0,61,66,1,C
16,74,2,0,1,1,1,28,0,13,1,82,68,2,C
19,82,2,1,1,1,1,23,0,12,1,64,59,0,C
19,82,2,1,1,1,1,29,1,18,1,86,76,1,B
19,82,2,1,1,1,1,29,1,13,0,99,62,1,C
19,82,2,1,1,1,1,18,0,5,1,68,90,0,A
19,82,0,0,1,1,1,23,0,12,1,64,59,0,C
19,82,0,0,1,1,1,29,1,18,1,86,76,1,B
19,82,0,0,1,1,1,29,1,13,0,99,62,1,C
19,82,0,0,1,1,1,18,0,5,1,68,90,0,A
19,82,1,0,0,1,1,23,0,12,1,64,59,0,C
19,82,1,0,0,1,1,29,1,18,1,86,76,1,B
19,82,1,0,0,1,1,29,1,13,0,99,62,1,C
19,82,1,0,0,1,1,18,0,5,1,68,90,0,A
19,82,1,0,1,1,1,23,0,12,1,64,59,0,C
19,82,1,0,1,1,1,29,1,18,1,86,76,1,B
19,82,1,0,1,1,1,29,1,13,0,99,62,1,C
19,82,1,0,1,1,1,18,0,5,1,68,90,0,A
19,82,1,0,1,1,1,23,0,12,1,64,59,0,C
19,82,1,0,1,1,1,29,1,18,1,86,76,1,B
19,82,1,0,1,1,1,29,1,13,0,99,62,1,C
19,82,1,0,1,1,1,18,0,5,1,68,90,0,A
23,69,1,1,2,1,0,25,1,2,0,67,53,1,D
23,69,1,1,2,1,0,22,3,3,0,86,40,2,D
8,80,0,0,2,1,0,23,1,4,1,67,43,1,D
19,71,2,0,2,1,0,28,0,17,0,67,66,1,C
19,71,2,0,2,1,0,22,0,2,1,68,57,1,C
19,71,2,0,2,1,0,23,1,3,1,73,77,1,B
19,71,1,1,1,1,0,28,0,17,0,67,66,1,C
19,71,1,1,1,1,0,22,0,2,1,68,57,1,C
19,71,1,1,1,1,0,23,1,3,1,73,77,1,B
19,71,1,1,1,1,0,28,0,17,0,67,66,1,C
19,71,1,1,1,1,0,22,0,2,1,68,57,1,C
19,71,1,1,1,1,0,23,1,3,1,73,77,1,B
19,71,1,1,0,1,0,28,0,17,0,67,66,1,C
19,71,1,1,0,1,0,22,0,2,1,68,57,1,C
19,71,1,1,0,1,0,23,1,3,1,73,77,1,B
19,71,2,1,0,1,0,28,0,17,0,67,66,1,C
19,71,2,1,0,1,0,22,0,2,1,68,57,1,C
19,71,2,1,0,1,0,23,1,3,1,73,77,1,B
13,67,1,1,2,1,1,19,1,12,0,78,62,1,C
13,67,1,1,2,1,1,26,0,19,1,77,52,0,D
13,67,1,1,2,1,1,26,0,2,0,50,54,0,D
13,67,1,1,1,1,1,19,1,12,0,78,62,1,C
13,67,1,1,1,1,1,26,0,19,1,77,52,0,D
13,67,1,1,1,1,1,26,0,2,0,50,54,0,D
13,67,0,1,1,1,1,19,1,12,0,78,62,1,C
13,67,0,1,1,1,1,26,0,19,1,77,52,0,D
13,67,0,1,1,1,1,26,0,2,0,50,54,0,D
13,67,2,1,1,1,1,19,1,12,0,78,62,1,C
13,67,2,1,1,1,1,26,0,19,1,77,52,0,D
13,67,2,1,1,1,1,26,0,2,0,50,54,0,D
16,93,1,1,1,1,0,27,1,6,1,84,46,0,D
16,93,1,1,1,1,0,27,1,6,1,84,46,0,D
16,93,2,1,0,1,0,27,1,6,1,84,46,0,D
18,68,1,0,2,1,0,25,2,11,1,80,80,1,B
18,68,1,0,2,1,0,20,1,10,0,55,79,0,B
18,68,2,0,1,1,0,25,2,11,1,80,80,1,B
18,68,2,0,1,1,0,20,1,10,0,55,79,0,B
18,67,1,0,1,1,0,27,3,0,1,57,79,1,B
18,67,1,0,1,1,0,24,0,15,1,62,85,1,A
18,67,1,0,1,1,0,27,1,9,1,61,76,1,B
18,67,2,1,0,1,0,27,3,0,1,57,79,1,B
18,67,2,1,0,1,0,24,0,15,1,62,85,1,A
18,67,2,1,0,1,0,27,1,9,1,61,76,1,B
21,66,1,0,0,0,1,21,2,16,0,68,72,1,B
21,66,1,0,1,1,1,21,2,16,0,68,72,1,B
21,66,1,1,1,1,1,21,2,16,0,68,72,1,B
26,90,2,0,0,1,0,21,0,3,1,62,81,1,B
26,90,2,0,0,1,0,29,0,7,0,63,97,1,A
26,90,2,0,0,1,0,28,0,11,0,67,55,0,C
26,90,2,0,0,1,0,21,3,8,1,88,94,1,A
26,90,2,0,0,1,0,21,2,1,1,80,62,1,C
26,90,1,1,1,1,0,21,0,3,1,62,81,1,B
26,90,1,1,1,1,0,29,0,7,0,63,97,1,A
26,90,1,1,1,1,0,28,0,11,0,67,55,0,C
26,90,1,1,1,1,0,21,3,8,1,88,94,1,A
26,90,1,1,1,1,0,21,2,1,1,80,62,1,C
26,90,1,0,2,1,0,21,0,3,1,62,81,1,B
26,90,1,0,2,1,0,29,0,7,0,63,97,1,A
26,90,1,0,2,1,0,28,0,11,0,67,55,0,C
26,90,1,0,2,1,0,21,3,8,1,88,94,1,A
26,90,1,0,2,1,0,21,2,1,1,80,62,1,C
11,84,1,1,2,1,0,27,1,6,1,75,43,1,D
11,84,1,0,0,1,0,27,1,6,1,75,43,1,D
11,84,0,1,0,1,0,27,1,6,1,75,43,1,D
11,84,1,1,2,1,0,27,1,6,1,75,43,1,D
5,87,0,0,1,1,0,26,0,19,1,77,59,0,C
19,86,0,0,0,1,1,20,0,20,1,56,70,1,B
19,86,2,1,2,1,1,20,0,20,1,56,70,1,B
19,86,1,0,1,1,1,20,0,20,1,56,70,1,B
19,86,1,1,0,1,1,20,0,20,1,56,70,1,B
13,60,1,1,1,1,1,28,0,8,0,71,92,0,A
13,60,1,0,0,1,1,28,0,8,0,71,92,0,A
13,60,0,0,0,1,1,28,0,8,0,71,92,0,A
13,60,1,0,2,1,1,28,0,8,0,71,92,0,A
13,60,1,1,1,1,1,28,0,8,0,71,92,0,A
9,61,1,1,0,0,1,25,1,3,0,70,83,0,B
9,61,2,1,1,1,1,25,1,3,0,70,83,0,B
17,71,2,1,0,1,0,19,2,2,0,55,46,2,D
17,71,2,1,0,1,0,29,0,14,0,72,44,0,D
17,71,2,1,0,1,0,25,2,16,1,58,69,1,C
17,71,2,1,0,1,0,19,2,2,0,55,46,2,D
17,71,2,1,0,1,0,29,0,14,0,72,44,0,D
17,71,2,1,0,1,0,25,2,16,1,58,69,1,C
17,71,0,0,1,1,0,19,2,2,0,55,46,2,D
17,71,0,0,1,1,0,29,0,14,0,72,44,0,D
17,71,0,0,1,1,0,25,2,16,1,58,69,1,C
17,71,1,0,0,1,0,19,2,2,0,55,46,2,D
17,71,1,0,0,1,0,29,0,14,0,72,44,0,D
17,71,1,0,0,1,0,25,2,16,1,58,69,1,C
11,61,1,1,2,1,0,27,1,20,1,80,55,2,C
11,61,1,1,2,1,0,19,0,10,1,53,46,1,D
11,61,1,1,2,1,0,28,3,8,0,72,84,1,B
20,74,2,0,0,1,1,21,2,19,1,59,53,1,D
20,74,2,0,0,1,1,27,2,6,1,96,88,1,A
20,74,1,1,2,1,1,21,2,19,1,59,53,1,D
20,74,1,1,2,1,1,27,2,6,1,96,88,1,A
20,74,1,0,2,1,1,21,2,19,1,59,53,1,D
20,74,1,0,2,1,1,27,2,6,1,96,88,1,A
20,74,1,1,1,1,1,21,2,19,1,59,53,1,D
20,74,1,1,1,1,1,27,2,6,1,96,88,1,A
20,74,1,0,1,1,1,21,2,19,1,59,53,1,D
20,74,1,0,1,1,1,27,2,6,1,96,88,1,A
20,74,1,1,1,1,1,21,2,19,1,59,53,1,D
20,74,1,1,1,1,1,27,2,6,1,96,88,1,A
23,64,1,0,1,1,1,29,2,3,0,86,95,0,A
23,64,1,0,1,1,1,25,1,9,0,64,75,1,B
23,64,1,1,2,1,1,29,2,3,0,86,95,0,A
23,64,1,1,2,1,1,25,1,9,0,64,75,1,B
23,64,2,1,1,1,1,29,2,3,0,86,95,0,A
23,64,2,1,1,1,1,25,1,9,0,64,75,1,B
23,64,0,1,1,1,1,29,2,3,0,86,95,0,A
23,64,0,1,1,1,1,25,1,9,0,64,75,1,B
23,64,2,0,0,1,1,29,2,3,0,86,95,0,A
23,64,2,0,0,1,1,25,1,9,0,64,75,1,B
23,64,1,1,1,1,1,29,2,3,0,86,95,0,A
23,64,1,1,1,1,1,25,1,9,0,64,75,1,B
21,80,2,0,1,1,0,25,2,0,1,50,75,1,B
21,80,2,0,1,1,0,25,0,15,1,96,87,0,A
21,80,2,0,1,1,0,22,0,16,1,64,88,2,A
21,80,2,1,1,1,0,25,2,0,1,50,75,1,B
21,80,2,1,1,1,0,25,0,15,1,96,87,0,A
21,80,2,1,1,1,0,22,0,16,1,64,88,2,A
21,80,2,1,0,1,0,25,2,0,1,50,75,1,B
21,80,2,1,0,1,0,25,0,15,1,96,87,0,A
21,80,2,1,0,1,0,22,0,16,1,64,88,2,A
21,80,0,1,1,1,0,25,2,0,1,50,75,1,B
21,80,0,1,1,1,0,25,0,15,1,96,87,0,A
21,80,0,1,1,1,0,22,0,16,1,64,88,2,A
21,80,1,1,0,1,0,25,2,0,1,50,75,1,B
21,80,1,1,0,1,0,25,0,15,1,96,87,0,A
21,80,1,1,0,1,0,22,0,16,1,64,88,2,A
21,80,0,0,1,1,0,25,2,0,1,50,75,1,B
21,80,0,0,1,1,0,25,0,15,1,96,87,0,A
21,80,0,0,1,1,0,22,0,16,1,64,88,2,A
14,91,1,1,1,1,1,26,0,16,0,86,79,0,B
14,91,1,1,1,1,1,26,0,16,0,86,79,0,B
14,91,1,1,1,1,1,26,0,16,0,86,79,0,B
14,91,2,1,1,1,1,26,0,16,0,86,79,0,B
14,91,1,1,1,1,1,26,0,16,0,86,79,0,B
27,69,1,0,1,1,1,23,2,16,0,77,87,2,A
27,69,2,1,0,1,1,23,2,16,0,77,87,2,A
27,69,0,1,1,1,1,23,2,16,0,77,87,2,A
14,100,1,0,0,1,1,22,0,10,1,79,56,0,C
14,100,1,0,0,1,1,26,1,5,1,73,72,1,B
30,66,2,0,0,1,1,23,2,0,1,55,63,1,C
30,66,2,0,0,0,1,23,2,0,1,55,63,1,C
26,90,0,1,0,1,1,19,0,18,1,73,47,0,D
26,90,2,1,1,1,1,19,0,18,1,73,47,0,D
26,90,2,1,1,1,1,19,0,18,1,73,47,0,D
26,90,2,1,1,1,1,19,0,18,1,73,47,0,D
16,77,2,0,0,1,1,26,2,2,1,95,51,0,D
16,77,1,1,1,1,1,26,2,2,1,95,51,0,D
16,77,0,1,1,0,1,26,2,2,1,95,51,0,D
24,92,1,1,2,1,0,29,3,2,1,82,87,2,A
24,92,1,1,2,1,0,18,0,16,0,70,96,1,A
24,92,2,0,2,1,0,29,3,2,1,82,87,2,A
24,92,2,0,2,1,0,18,0,16,0,70,96,1,A
24,92,2,0,1,1,0,29,3,2,1,82,87,2,A
24,92,2,0,1,1,0,18,0,16,0,70,96,1,A
24,92,0,0,1,1,0,29,3,2,1,82,87,2,A
24,92,0,0,1,1,0,18,0,16,0,70,96,1,A
24,92,1,0,1,1,0,29,3,2,1,82,87,2,A
24,92,1,0,1,1,0,18,0,16,0,70,96,1,A
24,92,1,1,0,1,0,29,3,2,1,82,87,2,A
24,92,1,1,0,1,0,18,0,16,0,70,96,1,A
28,82,1,1,1,1,1,25,2,7,1,80,67,0,C
28,82,1,1,1,1,1,27,0,14,1,93,82,0,B
28,82,1,1,1,1,1,20,2,0,1,51,99,1,A
28,82,2,0,0,1,1,25,2,7,1,80,67,0,C
28,82,2,0,0,1,1,27,0,14,1,93,82,0,B
28,82,2,0,0,1,1,20,2,0,1,51,99,1,A
28,82,2,1,0,1,1,25,2,7,1,80,67,0,C
28,82,2,1,0,1,1,27,0,14,1,93,82,0,B
28,82,2,1,0,1,1,20,2,0,1,51,99,1,A
29,100,2,1,1,1,0,24,3,20,0,87,56,1,C
29,100,2,1,1,1,0,21,1,20,1,90,69,1,C
29,100,1,1,1,0,0,24,3,20,0,87,56,1,C
29,100,1,1,1,0,0,21,1,20,1,90,69,1,C
15,85,1,0,2,1,1,25,0,14,1,76,67,2,C
15,85,1,0,2,1,1,25,2,5,1,60,46,1,D
15,85,1,0,2,1,1,23,3,5,0,54,82,1,B
15,85,2,1,1,1,1,25,0,14,1,76,67,2,C
15,85,2,1,1,1,1,25,2,5,1,60,46,1,D
15,85,2,1,1,1,1,23,3,5,0,54,82,1,B
15,85,1,0,1,1,1,25,0,14,1,76,67,2,C
15,85,1,0,1,1,1,25,2,5,1,60,46,1,D
15,85,1,0,1,1,1,23,3,5,0,54,82,1,B
15,85,1,1,1,1,1,25,0,14,1,76,67,2,C
15,85,1,1,1,1,1,25,2,5,1,60,46,1,D
15,85,1,1,1,1,1,23,3,5,0,54,82,1,B
15,85,1,0,2,1,1,25,0,14,1,76,67,2,C
15,85,1,0,2,1,1,25,2,5,1,60,46,1,D
15,85,1,0,2,1,1,23,3,5,0,54,82,1,B
32,88,1,0,0,1,1,22,1,11,1,70,63,1,C
32,88,1,0,0,1,1,20,1,11,1,88,45,1,D
32,88,0,1,0,1,1,22,1,11,1,70,63,1,C
32,88,0,1,0,1,1,20,1,11,1,88,45,1,D
27,80,2,0,2,1,1,29,3,11,0,84,52,1,D
27,80,0,1,1,1,1,29,3,11,0,84,52,1,D
27,80,0,1,2,1,1,29,3,11,0,84,52,1,D
27,80,0,0,0,1,1,29,3,11,0,84,52,1,D
27,80,1,0,2,0,1,29,3,11,0,84,52,1,D
27,80,0,1,0,1,1,29,3,11,0,84,52,1,D
14,70,1,1,0,1,0,26,3,5,1,97,76,2,B
14,70,1,1,0,1,0,25,1,10,0,67,66,1,C
14,70,1,1,0,1,0,25,3,19,1,81,93,0,A
14,70,1,1,0,1,0,19,0,16,1,73,97,2,A
14,70,1,1,2,1,0,26,3,5,1,97,76,2,B
14,70,1,1,2,1,0,25,1,10,0,67,66,1,C
14,70,1,1,2,1,0,25,3,19,1,81,93,0,A
14,70,1,1,2,1,0,19,0,16,1,73,97,2,A
27,61,2,1,1,1,0,25,0,4,1,100,86,1,A
26,81,1,0,0,1,0,20,2,1,0,56,58,1,C
26,81,1,0,0,1,0,24,3,5,1,77,50,1,D
26,81,1,0,0,1,0,26,2,1,0,50,86,2,A
26,81,1,0,0,1,0,25,1,9,1,100,72,1,B
26,81,1,1,1,1,0,20,2,1,0,56,58,1,C
26,81,1,1,1,1,0,24,3,5,1,77,50,1,D
26,81,1,1,1,1,0,26,2,1,0,50,86,2,A
26,81,1,1,1,1,0,25,1,9,1,100,72,1,B
26,81,0,0,2,1,0,20,2,1,0,56,58,1,C
26,81,0,0,2,1,0,24,3,5,1,77,50,1,D
26,81,0,0,2,1,0,26,2,1,0,50,86,2,A
26,81,0,0,2,1,0,25,1,9,1,100,72,1,B
26,81,1,1,1,1,0,20,2,1,0,56,58,1,C
26,81,1,1,1,1,0,24,3,5,1,77,50,1,D
26,81,1,1,1,1,0,26,2,1,0,50,86,2,A
26,81,1,1,1,1,0,25,1,9,1,100,72,1,B
26,81,1,1,0,1,0,20,2,1,0,56,58,1,C
26,81,1,1,0,1,0,24,3,5,1,77,50,1,D
26,81,1,1,0,1,0,26,2,1,0,50,86,2,A
26,81,1,1,0,1,0,25,1,9,1,100,72,1,B
11,97,1,1,0,1,1,28,2,5,0,51,46,1,D
11,97,2,1,1,1,1,28,2,5,0,51,46,1,D
11,97,1,0,1,1,1,28,2,5,0,51,46,1,D
18,77,2,1,1,1,0,18,2,19,0,80,56,0,C
18,77,2,1,1,1,0,20,1,6,0,73,41,1,D
18,77,2,1,1,1,0,27,2,8,0,70,95,1,A
18,77,1,1,2,1,0,18,2,19,0,80,56,0,C
18,77,1,1,2,1,0,20,1,6,0,73,41,1,D
18,77,1,1,2,1,0,27,2,8,0,70,95,1,A
18,77,2,1,2,0,0,18,2,19,0,80,56,0,C
18,77,2,1,2,0,0,20,1,6,0,73,41,1,D
18,77,2,1,2,0,0,27,2,8,0,70,95,1,A
18,77,1,0,0,1,0,18,2,19,0,80,56,0,C
18,77,1,0,0,1,0,20,1,6,0,73,41,1,D
18,77,1,0,0,1,0,27,2,8,0,70,95,1,A
28,91,1,0,0,1,1,23,2,1,0,61,71,0,B
28,91,1,0,0,1,1,19,3,5,1,86,55,0,C
28,91,2,1,2,1,1,23,2,1,0,61,71,0,B
28,91,2,1,2,1,1,19,3,5,1,86,55,0,C
28,91,1,1,0,1,1,23,2,1,0,61,71,0,B
28,91,1,1,0,1,1,19,3,5,1,86,55,0,C
28,91,1,0,1,1,1,23,2,1,0,61,71,0,B
28,91,1,0,1,1,1,19,3,5,1,86,55,0,C
23,65,2,1,0,1,0,26,3,10,0,94,42,1,D
23,65,2,1,0,1,0,19,1,12,1,90,82,2,B
23,65,1,0,1,1,0,26,3,10,0,94,42,1,D
23,65,1,0,1,1,0,19,1,12,1,90,82,2,B
23,65,1,1,0,1,0,26,3,10,0,94,42,1,D
23,65,1,1,0,1,0,19,1,12,1,90,82,2,B
33,87,2,0,0,1,1,21,1,19,1,81,64,2,C
33,87,2,0,0,1,1,18,2,9,1,52,76,1,B
33,87,2,0,0,1,1,24,2,19,0,74,82,1,B
33,87,2,0,0,1,1,21,1,19,0,82,100,1,A
26,92,0,1,1,1,0,18,1,6,0,56,62,1,C
26,92,0,1,1,1,0,22,2,6,0,60,90,0,A
26,92,0,1,1,1,0,19,0,18,0,58,76,2,B
26,92,0,1,1,1,0,25,3,20,0,76,41,0,D
29,99,1,1,2,0,1,22,2,12,0,90,78,0,B
29,99,1,1,2,0,1,22,2,17,1,96,85,0,A
29,99,1,1,0,1,1,22,2,12,0,90,78,0,B
29,99,1,1,0,1,1,22,2,17,1,96,85,0,A
26,93,1,0,0,1,0,26,1,1,1,76,90,2,A
26,93,1,0,0,1,0,24,1,8,1,97,89,2,A
26,93,1,0,0,1,0,23,1,7,0,78,78,2,B
26,93,0,0,1,1,0,26,1,1,1,76,90,2,A
26,93,0,0,1,1,0,24,1,8,1,97,89,2,A
26,93,0,0,1,1,0,23,1,7,0,78,78,2,B
26,93,2,0,1,1,0,26,1,1,1,76,90,2,A
26,93,2,0,1,1,0,24,1,8,1,97,89,2,A
26,93,2,0,1,1,0,23,1,7,0,78,78,2,B
26,93,1,1,1,1,0,26,1,1,1,76,90,2,A
26,93,1,1,1,1,0,24,1,8,1,97,89,2,A
26,93,1,1,1,1,0,23,1,7,0,78,78,2,B
26,93,2,1,0,1,0,26,1,1,1,76,90,2,A
26,93,2,1,0,1,0,24,1,8,1,97,89,2,A
26,93,2,1,0,1,0,23,1,7,0,78,78,2,B
18,70,1,1,1,1,1,23,1,3,1,96,40,2,D
18,70,1,1,1,1,1,24,3,8,1,90,69,1,C
18,70,1,1,1,1,1,29,1,12,0,63,50,0,D
18,70,0,1,1,1,1,23,1,3,1,96,40,2,D
18,70,0,1,1,1,1,24,3,8,1,90,69,1,C
18,70,0,1,1,1,1,29,1,12,0,63,50,0,D
18,70,1,1,1,1,1,23,1,3,1,96,40,2,D
18,70,1,1,1,1,1,24,3,8,1,90,69,1,C
18,70,1,1,1,1,1,29,1,12,0,63,50,0,D
18,70,2,0,1,1,1,23,1,3,1,96,40,2,D
18,70,2,0,1,1,1,24,3,8,1,90,69,1,C
18,70,2,0,1,1,1,29,1,12,0,63,50,0,D
15,91,1,0,0,1,0,18,3,6,1,90,81,2,B
15,91,1,0,0,1,0,26,2,18,0,91,88,0,A
15,91,1,0,0,1,0,18,3,6,1,90,81,2,B
15,91,1,0,0,1,0,26,2,18,0,91,88,0,A
15,91,2,0,1,1,0,18,3,6,1,90,81,2,B
15,91,2,0,1,1,0,26,2,18,0,91,88,0,A
15,91,0,1,0,1,0,18,3,6,1,90,81,2,B
15,91,0,1,0,1,0,26,2,18,0,91,88,0,A
15,91,2,1,2,1,0,18,3,6,1,90,81,2,B
15,91,2,1,2,1,0,26,2,18,0,91,88,0,A
8,88,1,1,2,1,1,23,2,15,1,64,64,1,C
32,84,1,1,1,1,0,21,2,16,0,88,59,1,C
32,84,1,1,1,1,0,21,2,16,0,88,59,1,C
19,75,1,0,0,1,0,25,2,13,0,54,60,1,C
19,75,1,0,0,1,0,29,1,15,0,87,51,0,D
19,75,1,0,0,1,0,20,2,20,1,86,90,2,A
19,75,0,0,2,1,0,25,2,13,0,54,60,1,C
19,75,0,0,2,1,0,29,1,15,0,87,51,0,D
19,75,0,0,2,1,0,20,2,20,1,86,90,2,A
19,75,2,0,1,1,0,25,2,13,0,54,60,1,C
19,75,2,0,1,1,0,29,1,15,0,87,51,0,D
19,75,2,0,1,1,0,20,2,20,1,86,90,2,A
19,75,2,0,0,1,0,25,2,13,0,54,60,1,C
19,75,2,0,0,1,0,29,1,15,0,87,51,0,D
19,75,2,0,0,1,0,20,2,20,1,86,90,2,A
19,75,2,0,1,1,0,25,2,13,0,54,60,1,C
19,75,2,0,1,1,0,29,1,15,0,87,51,0,D
19,75,2,0,1,1,0,20,2,20,1,86,90,2,A
19,75,2,1,1,1,0,25,2,13,0,54,60,1,C
19,75,2,1,1,1,0,29,1,15,0,87,51,0,D
19,75,2,1,1,1,0,20,2,20,1,86,90,2,A
19,75,2,1,2,1,0,25,2,13,0,54,60,1,C
19,75,2,1,2,1,0,29,1,15,0,87,51,0,D
19,75,2,1,2,1,0,20,2,20,1,86,90,2,A
19,75,2,1,1,1,0,25,2,13,0,54,60,1,C
19,75,2,1,1,1,0,29,1,15,0,87,51,0,D
19,75,2,1,1,1,0,20,2,20,1,86,90,2,A
19,75,1,1,2,1,0,25,2,13,0,54,60,1,C
19,75,1,1,2,1,0,29,1,15,0,87,51,0,D
19,75,1,1,2,1,0,20,2,20,1,86,90,2,A
22,85,1,0,2,1,0,29,3,14,1,63,86,1,A
22,85,1,0,2,1,0,21,3,6,0,52,69,2,C
22,85,1,1,0,1,0,29,3,14,1,63,86,1,A
22,85,1,1,0,1,0,21,3,6,0,52,69,2,C
22,85,1,1,1,1,0,29,3,14,1,63,86,1,A
22,85,1,1,1,1,0,21,3,6,0,52,69,2,C
25,87,2,1,0,0,0,27,2,0,1,97,94,1,A
25,87,2,1,0,0,0,23,3,16,1,51,74,0,B
25,87,1,1,1,1,0,27,2,0,1,97,94,1,A
25,87,1,1,1,1,0,23,3,16,1,51,74,0,B
25,87,1,1,1,1,0,27,2,0,1,97,94,1,A
25,87,1,1,1,1,0,23,3,16,1,51,74,0,B
25,87,2,1,1,1,0,27,2,0,1,97,94,1,A
25,87,2,1,1,1,0,23,3,16,1,51,74,0,B
22,92,2,1,0,1,0,26,3,18,0,91,71,2,B
22,92,1,1,0,0,0,26,3,18,0,91,71,2,B
22,92,2,0,0,1,0,26,3,18,0,91,71,2,B
27,96,2,0,0,1,0,24,0,16,1,56,55,1,C
27,96,2,0,0,1,0,25,3,10,1,53,88,0,A
27,96,2,0,0,1,0,19,3,20,1,84,86,1,A
27,96,1,1,1,1,0,24,0,16,1,56,55,1,C
27,96,1,1,1,1,0,25,3,10,1,53,88,0,A
27,96,1,1,1,1,0,19,3,20,1,84,86,1,A
21,67,1,1,2,1,1,18,1,13,0,100,47,1,D
21,67,1,1,2,1,1,22,2,6,0,67,50,1,D
21,67,1,1,1,1,1,18,1,13,0,100,47,1,D
21,67,1,1,1,1,1,22,2,6,0,67,50,1,D
21,67,1,1,1,1,1,18,1,13,0,100,47,1,D
21,67,1,1,1,1,1,22,2,6,0,67,50,1,D
21,67,1,1,2,1,1,18,1,13,0,100,47,1,D
21,67,1,1,2,1,1,22,2,6,0,67,50,1,D
30,100,1,1,0,1,0,23,0,3,1,99,82,0,B
30,100,1,1,0,1,0,18,3,5,1,72,61,1,C
30,100,1,1,0,1,0,20,0,20,1,91,68,0,C
30,100,2,0,1,1,0,23,0,3,1,99,82,0,B
30,100,2,0,1,1,0,18,3,5,1,72,61,1,C
30,100,2,0,1,1,0,20,0,20,1,91,68,0,C
36,88,2,0,2,1,0,19,2,5,0,85,83,0,B
